zip_code,city,state,territory_id
02121,DORCHESTER,MA,ID101B04
02122,DORCHESTER,MA,ID101B04
02123,BOSTON,MA,ID101B04
02124,"DORCHESTER CENTER",MA,ID101B04
02125,DORCHESTER,MA,ID101B04
02126,MATTAPAN,MA,ID101B04
02127,BOSTON,MA,ID101B04
02128,BOSTON,MA,ID101B03
02129,CHARLESTOWN,MA,ID101B04
02130,"JAMAICA PLAIN",MA,ID101B04
02131,ROSLINDALE,MA,ID101B04
02132,"WEST ROXBURY",MA,ID101B04
02133,BOSTON,MA,ID101B04
02134,ALLSTON,MA,ID101B04
02135,BRIGHTON,MA,ID101B04
02136,"HYDE PARK",MA,ID101B04
02137,READVILLE,MA,ID101B04
02138,CAMBRIDGE,MA,ID101B04
02139,CAMBRIDGE,MA,ID101B04
02140,CAMBRIDGE,MA,ID101B04
02141,CAMBRIDGE,MA,ID101B04
02142,CAMBRIDGE,MA,ID101B04
02143,SOMERVILLE,MA,ID101B04
02144,SOMERVILLE,MA,ID101B04
02145,SOMERVILLE,MA,ID101B04
02148,MALDEN,MA,ID101B03
02149,EVERETT,MA,ID101B03
